CID,CRPName,Party,DistIDRunFor,FECCandID
N00002045,"Davis, Tom",R,VA11,H4VA11020
N00006542,"Davis, William Franklin",R,NMS1,S0NM00033
N00013655,"Dawson, Margaret",L,WYS1,S0WY00095
N00013291,"Dayton, Mark",D,MNS2,S2MN00027
N00000723,"de Leon, Theresa",R,NJ13,H8NJ13064
N00009935,"De Vere, Robert Daniel",D,MNS2,S8MN00396
N00009940,"De Vos, Lloyd",D,NJS1,S8NJ00277
N00002610,"Deal, Nathan",R,GA09,H2GA09036
N00001111,"Dear, Noach",R,NY09,H8NY09109
N00009091,"Dearmon, Donald Mccamie",D,MD06,H0MD01018
N00013543,"Deaton, Cary J",D,LA01,H0LA01137
N00012859,"Debow, Kim",R,CA48,H0CA48081
N00008962,"Decamp, John W",R,NES1,S4NE00025
N00009929,"Deckard, H Joel",3,FLS1,S8FL00190
N00007781,"DeFazio, Peter",D,OR04,H6OR04047
N00006134,"DeGette, Diana",D,CO01,H6CO01141
N00012742,"Dehart, Ronald Brett ",D,GA06,H0GA06127
N00007379,"Dehn, Joe",L,CA14,H6CA14064
N00009907,"Dehne, Sam Denis",D,NVS1,S0NV00054
N00009946,"Del Papa, Frankie Sue",D,NVS1,S8NV00115
N00000280,"Delahunt, Bill",D,MA10,H2MA11060
N00012957,"Delaney, Christopher Sean",L,NC01,H0NC01044
N00000615,"DeLauro, Rosa L",D,CT03,H0CT03072
N00005892,"DeLay, Tom",R,TX22,H4TX22023
N00012889,"Deljonson, Vern",D,IL14,H0IL14049
N00013526,"Dellavalle, Frank",3,NY15,H0NY15079
N00012710,"Delue, Craig L ",R,CA14,H0CA14067
N00007627,"Deluze, James Robert",R,HIS2,S4HI00052
N00002472,"DeMint, Jim",R,SC04,H8SC04060
N00004758,"Denari, Steve",R,IL07,H4IL14082
N00005986,"Depena, Alejandro (Alex)",L,TX20,H6TX20071
N00012481,"Derrick, William Dennis",I,MT01,H0MT00025
N00013106,"Deselms, Jack C",R,MO06,H0MO06065
N00013625,"Desmond, John P",3,NJ12,H0NJ12139
N00012487,"Detro, Mark",R,OK02,H0OK02111
N00009732,"Deuell, Robert Franklin",R,TX04,H0TX04060
N00002839,"Deutsch, Peter",D,FL20,H2FL16041
N00003709,"DeWine, Mike",R,OHS1,S2OH00113
N00009944,"Dewitt, Joseph Arthur",R,NJS1,S8NJ00319
N00013180,"Dexter, Jim",L,UTS1,S0UT00108
N00000519,"Diamondstone, Pete",D,VT01,H6VT00103
N00002872,"Diaz-Balart, Lincoln",R,FL21,H2FL19037
N00012823,"Diciccio, Salvatore A",R,AZ01,H0AZ01226
N00005442,"Dickey, Jay",R,AR04,H2AR04067
N00012977,"Dickman, Daniel L",D,OH04,H0OH04044
N00007918,"Dicks, Norm",D,WA06,H6WA06021
N00012513,"Dickson, Ronald Richard",R,OHS1,S8OH00060
N00012947,"Dilworth, Lee F",3,MS02,H0MS02041
N00001783,"Dingell, John D",D,MI16,H6MI16034
N00013483,"Dinizio, Patrick M",3,NJS1,S0NJ00118
N00001025,"Dioguardi, Joseph J",3,NYS1,S0NY00287
N00013071,"Dittmar, Ray E",L,TX29,H0TX29059
N00013098,"Ditzhazy, Joseph A Jr",3,MI11,H0MI11038
N00006980,"Divine, Robert B",R,CA50,H6CA50019
N00006682,"Dixon, Julian C",D,CA32,H8CA28029
N00002579,"Dixon, Princella Howard",R,GAS2,S0GA00237
N00009961,"Dobbs, Robert Allan",R,WIS1,S8WI00190
N00013531,"Dobovy, Joseph L",3,NY19,H0NY19113
N00013646,"Dockins, Charles",3,MOS2,S0MO00134
N00013260,"Dodd, Douglas J",R,FL02,H0FL02060
N00006023,"Doggett, Lloyd",D,TX10,H4TX10028
N00008071,"Dole, Elizabeth",R,PRES,P00003319
N00009951,"Domske, Bob",3,PAS2,S8PA00205
N00013150,"Don, Frank",3,CT04,H0CT04096
N00013095,"Donaldson, Bryan L",R,IN07,H0IN07124
N00013678,"Donlan, Michael",L,IN04,H0IN04154
N00012540,"Donnelley, Shawn M",R,IL10,H0IL10138
N00012878,"Donovan, James M",R,HI02,H0HI02072
N00007251,"Dooley, Cal",D,CA20,H0CA17045
N00012716,"Dooley, Carole ",R,CA17,H0CA17094
N00009671,"Dooley, Charlie A",D,MO01,H0MO01074
N00007556,"Doolittle, John T",R,CA04,H0CA14042
N00008170,"Dore, Jim",3,AK01,H6AK01027
N00013476,"Dorland, Hal",D,MNS2,S0MN00195
N00012734,"Dornan, Mark Douglas ",R,CA48,H0CA48040
N00012556,"Dorso, John",R,ND01,H0ND00101
N00013333,"Dotson, Steven D",3,MO09,H0MO09119
N00009628,"Doublestein, Barry Alan",R,GA06,H0GA06077
N00001571,"Dougherty, Charles",R,PA03,H8PA04017
N00000520,"Douglas, Hugh",L,VTS1,S8VT00075
N00007605,"Douglass, Carol",R,HI02,H8HI02059
N00007606,"Douglass, Gene",R,HIS2,S8HI00061
N00012998,"Doutt, Christopher C",D,OH17,H0OH17087
N00012613,"Doyle, Jerry",R,CA24,H0CA24082
N00001373,"Doyle, Mike",D,PA18,H4PA18131
N00006932,"Dreier, David",R,CA28,H8CA35032
N00009640,"Driscoll, Dennis J",R,IL09,H0IL09056
N00012445,"Driscoll, John",D,MTS1,S8MT00028
N00000349,"Driver, Rodney D",I,RI02,H0RI02097
N00001543,"Ducey, Susan G",3,OK04,H0OK04109
N00008720,"Duemler, David G",3,OR04,H6OR04187
N00013297,"Duffey, Jon Scott",3,FL09,H0FL09040
N00009581,"Duffy, Saundra Sue",R,CA13,H0CA13044
N00013486,"Dugger, Ronnie",3,NYS1,S0NY00378
N00005345,"Duke, David",R,LA01,H0LA01095
N00013554,"Dumas, Raymond A (Chuck)",L,LA05,H0LA05047
N00013368,"Dunau, Mark",3,NYS1,S0NY00295
N00003195,"Dunaway, David H",D,TN04,H0TN02017
N00003209,"Duncan, John J Jr",R,TN02,H8TN02069
N00013580,"Duncan, Richard",L,AZ06,H0AZ06035
N00003749,"Duncan, Tony",R,IN07,H4IN07092
N00007319,"Dunn, Art",D,CA17,H6CA16069
N00012876,"Dunn, Daniel E",D,FL13,H0FL13067
N00009754,"Dunn, Donald",D,UT03,H0UT03110
N00013716,"Dunn, Harold H",3,MI13,H2MI14012
N00007823,"Dunn, Jennifer",R,WA08,H2WA08075
N00012836,"Dunstan, Rick",3,CA35,H0CA35104
N00013574,"Duquesne, Lawrence",3,HI02,H0HI02098
N00005192,"Durnell, E Earl",D,MO08,H2MO08042
N00013077,"Duval, Barry E",R,VA01,H0VA01037
N00013014,"Dye, Gary Lyndon",L,TX02,H0TX02056
N00013328,"Dykes, Jimmy",L,MO06,H0MO06123
N00012920,"Eastman, John A",3,OHS1,S0OH00117
N00004992,"Eatherly, James E",R,IL19,H8IL19074
N00002319,"Eddins, Deobrah Garrett",L,NC10,H8NC10022
N00009625,"Edenfield, Rodney Christopher",D,GA01,H0GA01011
N00004551,"Edin, Aleta Dawn",R,MN07,H8MN07045
N00012979,"Edmon, Dannie",D,OH05,H0OH05025
N00005794,"Edwards, Chet",D,TX11,H8TX06035
N00004166,"Ehlers, Vernon J",R,MI03,H4MI03045
N00009674,"Ehlmann, Steven E",R,MO02,H0MO02114
N00001925,"Ehrlich, Bob",R,MD02,H4MD02059
N00012683,"Elizondo, Pamela ",3,CA01,H0CA01130
N00001059,"Elkowitz, Edward B Dr",R,NY05,H2NY28060
N00013145,"Ellett, Emerson",L,NJS1,S0NJ00092
N00013457,"Elliott, Barbara",3,FL06,H0FL06053
N00013020,"Elliott, Kelly W",3,TX04,H0TX04086
N00012646,"Elliott, Robert W ",D,NY19,H0NY19089
N00013136,"Ellis, R Mcalister Jr",D,IN05,H8IN03035
N00013482,"Ellis, Rebecca",3,MNS2,S0MN00260
N00004099,"Ellison, Brian D",3,MI05,H6MI05169
N00013278,"Ellison, Pam",3,MN04,H0MN00021
N00002416,"Ellison, Vince",R,SC06,H8SC06081
N00013688,"Emerick, John",3,MI04,H0MI04082
N00005090,"Emerson, Jo Ann",R,MO08,H6MO08084
N00013074,"Emerson, Mark",R,UT02,H0UT02112
N00001003,"Engel, Eliot",D,NY17,H8NY19058
N00009694,"Engelbrecht, Richard W",D,NY23,H0NY23040
N00012714,"Engler, Clint ",R,CA17,H0CA17078
N00001895,"English, George",D,MDS1,S0MD00226
N00001427,"English, Phil",R,PA21,H4PA21051
N00007186,"Engwall, Larry G",3,CA46,H8CA46054
N00006619,"Ensign, John",R,NVS1,S8NV00073
N00012470,"Enwall, Peter Christian Kennet",R,FL05,H0FL05071
N00009707,"Ericson, Stuart",R,OK02,H0OK02095
N00009593,"Eshleman, David R",D,CA42,H0CA42118
N00007335,"Eshoo, Anna",D,CA14,H8CA12098
N00013498,"Estemac, Jorge J",3,VI00,H0VI00011
N00013522,"Estevez, Caesar",3,NY12,H0NY12126
N00002269,"Etheridge, Bob",D,NC02,H6NC02080
N00013301,"Euchner, David J",L,MA04,H0MA04093
N00004912,"Evans, Lane",D,IL17,H2IL19010
N00007356,"Evans, Robert H Jr",R,CA12,H8CA12130
N00003083,"Everett, Terry",R,AL02,H2AL02067
N00012554,"Ewald, John",D,MD06,H0MD06124
N00009705,"Ewing, Andy",R,OK02,H0OK02079
N00012543,"Ewing, Samuel Y",R,IL15,H0IL15046
N00013693,"Eyster, James Parry",L,MI08,H0MI08067
N00007632,"Faleomavaega, Eni F H",D,AS00,H0AS00018
N00009685,"Farkas, Steven A",D,NJ02,H0NJ02064
N00012732,"Farley, Bill ",L,CA26,H0CA26079
N00011693,"Farley, Joel S",D,NJ07,H0NJ07147
N00012493,"Farley, Ramsey W",R,TX11,H0TX11065
N00013391,"Farling, Sam",3,FL14,H0FL14040
N00009367,"Farnsley, Burrel",D,KY03,H4KY03129
N00007312,"Farr, Sam",D,CA17,H4CA17021
N00001746,"Fattah, Chaka",D,PA02,H2PA02055
N00013400,"Faulk, Frances L",I,FL23,H0FL23017
N00013433,"Faulk, Olen C",I,FLS1,S0FL00270
N00012615,"Favila, Rodolfo Gomez ",D,CA41,H0CA41110
N00001570,"Featherman, John",L,PAS2,S0PA00368
N00005057,"Federer, Bill",R,MO03,H8MO03123
N00003870,"Federle, Cliff",R,IN02,H8IN02094
N00000884,"Feduniewicz, Ken",3,NJ03,H6NJ03119
N00013117,"Fee, John",D,NY30,H0NY30060
N00001026,"Feiner, Paul J",D,NY20,H8NY20080
N00007364,"Feinstein, Dianne",D,CAS2,S0CA00199
N00012717,"Fenton, Larry ",3,CA17,H0CA17102
N00000766,"Ferguson, Mike",R,NJ07,H8NJ06118
N00004267,"Ferren, Philip Kay",R,IA03,H8IA03058
N00001862,"Ficker, Robin",R,MDS1,S8MD00104
N00010920,"Fields, Jessie",3,NY15,H2NY15067
N00007506,"Figueroa, Robert L",D,CA11,H8CA11066
N00007033,"Filner, Bob",D,CA50,H2CA50034
N00008090,"Finley, Clifford",3,TX28,H0TX10042
N00013508,"Fisher, Jack R",3,NY01,H0NY01111
N00013055,"Fjetland, Michael",R,TX22,H0TX22062
N00013135,"Flaherty, Daniel Thomas",D,WI06,H0WI06111
N00009573,"Flake, Jeff",R,AZ01,H0AZ01184
N00009958,"Flanagan, Edward Sawyer",D,VTS1,S8VT00091
N00012971,"Flash, Rocky",R,NJ10,H0NJ10117
N00003430,"Fletcher, Ernie",R,KY06,H6KY06085
N00012567,"Flitter, Marc",D,PA21,H0PA21034
N00013017,"Flores, Lance",L,TX03,H0TX03054
N00000817,"Florio, James J",D,NJS1,S8NJ00293
N00009673,"Flotron, Francis E",R,MO02,H0MO02106
N00013653,"Flower, Patrick Allen",3,OHS1,S0OH00125
N00008528,"Flynn, Chris",R,MN05,H6MN05142
N00012658,"Flynn, Thomas J ",D,WA05,H0WA05059
N00012699,"Foldvary, Fred E ",L,CA09,H0CA09059
N00013438,"Foley, Hugh",3,MOS2,S0MO00118
N00002898,"Foley, Mark",R,FL16,H4FL16021
N00004460,"Foley, Tom",3,MN04,H0MN04106
N00009949,"Foley, Tom",D,PAS2,S8PA00189
N00012461,"Folsom, Marsha Guthrie",D,AL04,H0AL04026
N00003084,"Fondren, Joe",D,AL02,H8AL02072
N00013410,"Fonteboa, Alina Lydia",I,NJ13,H0NJ13129
N00001182,"Forbes, Michael P",D,NY01,H4NY01055
N00000802,"Forbes, Steve",R,PRES,P60003852
N00000838,"Forchion, Edward",3,NJ01,H8NJ01101
N00001076,"Ford, Barry Dwayne",3,NY10,H8NY10040
N00003218,"Ford, Harold E Jr",D,TN09,H6TN09043
N00012871,"Forthofer, Ronald Norman",3,CO02,H0CO02076
N00013437,"Forton, Mark A",3,MIS2,S0MI00148
N00013620,"Fortunato, Joseph A",3,NJ08,H0NJ08095
N00000983,"Fossella, Vito",R,NY13,H8NY13028
N00004085,"Foster, Clint",L,MI05,H8MI05058
N00012819,"Foster, Michael Dewayne",D,IN04,H0IN04147
N00013558,"Fountain, Joseph R",D,MA02,H0MA02063
N00002718,"Fowler, Tillie",R,FL04,H2FL04070
N00001541,"Fox, Jon D",R,PA13,H2PA13052
N00012813,"Frame, Robert Hampton Jr",R,NVS1,S0NV00062
N00013155,"Francis, Russell Ross",R,HI02,H0HI02080
N00013207,"Frandsen, Matthew D",3,UT01,H0UT01080
N00000275,"Frank, Barney",D,MA04,H0MA04036
N00000810,"Franks, Bob",R,NJS1,S8NJ00335
N00004495,"Franson, Dick",D,MNS2,S6MN00101
N00000128,"Frazer, Victor O",I,VI00,H2VI00033
N00003877,"Frazier, Bill",I,IN02,H6IN10075
N00002500,"Frederick, Jane",D,SC02,H8SC02056
N00013152,"Frederick, Thomas A Jr",I,FL02,H0FL02052
N00002622,"Freeman, Denise",D,GA10,H8GA10023
N00000684,"Frelinghuysen, Rodney",R,NJ11,H2NJ05014
N00012687,"Frey, William Fritz ",L,CA04,H0CA04118
N00000039,"Friedgen, Dale Eugene",3,MAS1,S0MA00067
N00007655,"Friel, Harry J",R,HIS2,S8HI00111
N00003945,"Friend, Richard",L,MI10,H8MI10074
N00012983,"Fries, Galen",L,OH09,H0OH09076
N00003147,"Frist, Bill",R,TNS1,S4TN00153
N00005677,"Frost, Martin",D,TX24,H6TX24057
N00013590,"Fruit, Edwin B",3,IA04,H0IA04079
N00013277,"Frumin, Matthew",D,MI11,H0MI11046
N00013304,"Frushour, Gregory Allen",D,MI03,H0MI03076
N00013310,"Fundaro, Mario",D,MI10,H0MI10196
N00012725,"Furcinite, Joe ",L,CA22,H0CA22078
N00013241,"Fusco, Anthony Jr",R,NJ08,H0NJ08079
N00013269,"Gabbard, Mike",R,HI01,H0HI01116
N00013612,"Gabrielsky, Robert",3,NJ02,H0NJ02106
N00004046,"Gach, Dick",L,MI11,H6MI11126
N00013404,"Galbraith, Gatewood",3,KY06,H0KY06070
N00012637,"Gale, John",R,NE03,H0NE03118
N00009903,"Gallagher, Tom",R,FLS1,S0FL00205
N00012931,"Gallaher, David T",R,WVS1,S0WV00082
N00012877,"Gallaher, Richard S",I,GA04,H0GA04031
N00007231,"Gallegly, Elton",R,CA23,H6CA21028
N00013266,"Galloway, Herbie",R,GA03,H0GA03041
N00013272,"Gamble, Alan Joseph",3,MI04,H0MI04066
N00012817,"Gandy, Charles Rex ",D,TXS2,S0TX00050
N00012846,"Gann, Keith D",L,CA39,H0CA39072
N00004221,"Ganske, Greg",R,IA04,H4IA04048
N00012856,"Garber, Howard D",R,CA46,H0CA46028
N00009701,"Garcia, Ignacio J",I,OH15,H0OH15057
N00013112,"Gardner, Kenneth Jr",R,NJ07,H0NJ07139
N00013274,"Garrett, Grant Gerbasi",R,MI09,H0MI09057
N00007464,"Garrett, Rick S",L,CA17,H8CA17055
N00000743,"Garrett, Scott",R,NJ05,H8NJ05052
N00009747,"Garza, Isidro Jr",D,TX23,H0TX23045
N00012796,"Garza, Mike ",R,CA12,H4CA05075
N00012822,"Gash, Lauren Beth",D,IL10,H0IL10237
N00013469,"Gate, Jeff",3,GAS2,S0GA00245
N00013096,"Gatzimos, Alex",R,IN07,H0IN07132
N00013451,"Gaudreau, Edward",L,AZ04,H0AZ04477
N00013533,"Gavin, Francis J",D,NY25,H0NY25045
N00002340,"Gay, Gene",D,NC09,H6NC09143
N00012940,"Gaylord, Kathleen A",D,MN04,H0MN04023
N00009947,"Gebman, Clark J",U,NYS1,S8NY00140
N00012789,"Geer, Rodney",R,TX11,H0TX11073
N00012476,"Geisler, John Wilfred",R,MI09,H0MI09040
N00000585,"Gejdenson, Sam",D,CT02,H0CT02017
N00001447,"Gekas, George W",R,PA17,H2PA17012
N00000654,"George, Bernard",R,NJ08,H2NJ08083
N00005037,"Gephardt, Richard A",D,MO03,H6MO03119
N00013464,"Gerlich Hayes, Gladys",R,HI01,H0HI01124
N00001439,"Gerow, Charles R",R,PA19,H6PA19092
N00012474,"Gethers, David Delmar",R,IN02,H0IN02117
N00013618,"Gianella, Shawn",3,NJ07,H0NJ07170
N00006652,"Gibbons, Jim",R,NV02,H6NV02032
N00012480,"Gibbons, Michael R",R,MO02,H0MO02171
N00009729,"Gibbs, Eleanor",R,TN06,H0TN06182
N00009934,"Gibson, James Brian",3,MNS2,S8MN00388
N00002012,"Gilchrest, Wayne T",R,MD01,H8MD01037
N00012912,"Giles, Jim",I,MSS2,S0MS00060
N00013181,"Gillespie, John",R,WIS1,S0WI00106
N00003660,"Gillmor, Paul E",R,OH05,H8OH05044
N00001049,"Gilman, Benjamin A",R,NY20,H6NY26016
N00013514,"Gilman, Paul",3,NY07,H0NY07043
N00013314,"Gimpelson, Richard J",3,MO02,H0MO02189
N00012903,"Giordano, Philip A",R,CTS1,S0CT00060
N00013582,"Gislao, Daniel",L,CT04,H0CT04112
N00009908,"Giuliani, Rudolph W",R,NYS1,S0NY00170
N00006020,"Gjerme, Ronnie",R,TX10,H8TX10045
N00012624,"Gladman, Terry Lynn ",R,IL10,H0IL10179
N00008684,"Glavina, Sonja",3,OH11,H6OH11137
N00013331,"Glawson, Michael Charles",D,MO09,H0MO09093
N00012842,"Glazer, Margaret",3,CA37,H0CA37134
N00013019,"Glen, Sean",3,TX03,H0TX03070
N00002691,"Glenn, Dylan C",R,GA02,H8GA02046
N00007410,"Goetz, James R",R,CA13,H8CA13062
N00013068,"Goforth, Allen H",R,TX29,H0TX29018
N00013456,"Gold, June",R,CT03,H0CT03098
N00009577,"Gold, Sidney",D,CA25,H0CA00033
N00012726,"Goldberg, Al",D,CA23,H0CA23068
N00003934,"Goldberg, Stuart J",3,MI04,H6MI11134
N00013684,"Goldberg, Susan J",3,MI02,H0MI02078
N00012949,"Golden, Jonathan",L,MS03,H0MS03023
N00012643,"Golden, Martin ",R,NY13,H0NY13041
N00013303,"Golder, Frederick T",R,MA06,H0MA06056
N00009686,"Golkin, Jeffrey",D,NJ07,H0NJ07055
N00013525,"Gomez, Francisco",3,NY15,H0NY15061
N00012786,"Gonnell, Joseph Anthony ",R,TX03,H0TX03039
N00005960,"Gonzalez, Charlie A",D,TX20,H8TX20077
N00012884,"Gonzalez, Ramiro",R,IL03,H0IL03059
N00012527,"Good, James Allen",R,CA50,H0CA50020
N00013380,"Good, Victor",3,CO03,H0CO03058
N00002167,"Goode, Virgil",I,VA05,H6VA05068
N00009154,"Goodlatte, Bob",R,VA06,H2VA06115
N00013658,"Goodman, Ira W",3,NJ05,H0NJ05091
N00012630,"Goodnight, Gregory Eugene",D,IN05,H0IN05045
N00008180,"Goodrich, Craig",L,AL04,H6AL05186
N00003126,"Gordon, Bart",D,TN06,H4TN04015
N00009597,"Gordon, Jon",D,CA44,H0CA44080
N00004730,"Gordon, Robert III",R,IL02,H8IL02070
N00013320,"Gordon, Steve",R,MO05,H0MO05091
N00008954,"Gore, Al",D,PRES,P80000912
N00013521,"Gore, Cartrell",3,NY11,H0NY11060
N00005571,"Gorham, Terry Michael",R,OK02,H0OK02038
N00000854,"Gormley, William L",R,NJS1,S8NJ00350
N00012711,"Gorney, Douglas C ",3,CA15,H0CA15163
N00007879,"Gorton, Slade",R,WAS1,S0WA00019
N00002960,"Goss, Porter",R,FL14,H8FL13037
N00012828,"Goss, Tony",R,CA30,H0CA30055
N00012917,"Gostigian, George",I,NJS1,S0NJ00076
N00009902,"Gough, James P",R,CAS2,S0CA00223
N00012625,"Goulka, James E",R,IL10,H0IL10187
N00008693,"Graef, Brad",3,OH16,H6OH16094
N00013685,"Graeser, Ron",3,MI02,H0MI02086
N00004353,"Graf, John",D,WI01,H6WI01077
N00012746,"Graf, Michael Douglas ",D,IN07,H0IN07066
N00012463,"Graham, Cecil Dewayne",D,AR04,H0AR04053
N00013441,"Graham, Jeffrey E",3,NYS1,S0NY00329
N00012526,"Graham, John L",D,CA47,H0CA47034
N00012843,"Graham, Ken",D,CA38,H0CA38090
N00009820,"Graham, Larry Otis",D,NY19,H8NY19108
N00009975,"Graham, Lindsey",R,SC03,H4SC03087
N00004468,"Grams, Rod",R,MNS2,S4MN00213
N00008799,"Granger, Kay",R,TX12,H6TX12060
N00013509,"Grant, Ghenya B",D,NY02,H0NY02119
N00013323,"Graves, Sam",R,MO06,H0MO06073
N00013616,"Gray, Earl",3,NJ06,H0NJ06123
N00002776,"Grayson, Richard",3,FLS1,S2FL00029
N00013110,"Graziano, John J",L,NE02,H0NE02128
N00005870,"Green, Gene",D,TX29,H2TX29030
N00012578,"Green, Jim",D,TX21,H0TX21049
N00012980,"Green, John F",L,OH05,H0OH05033
N00013261,"Green, Josette",3,FL10,H0FL10030
N00004391,"Green, Mark",R,WI08,H8WI00026
N00013452,"Green, Micahel Jay",3,AZ05,H0AZ05052
N00013351,"Green, Michael A",D,WY01,H0WY00061
N00013549,"Green, Phillip R",D,LA04,H0LA04040
N00000618,"Green, Richard C",3,CTS1,S8CT00071
N00013375,"Greene, Clifford Mark",D,AK01,H0AK00055
N00009743,"Greene, Mark",D,TX12,H0TX12147
N00001531,"Greenleaf, Stewart J",R,PA13,H4PA13066
N00001519,"Greenwood, James C",R,PA08,H2PA08037
N00013724,"Greer, Billy",3,VTS1,S0VT00098
N00004373,"Greer, Ronnie B",R,WI02,H8WI02105
N00013687,"Grego, Tom",3,MI03,H0MI03100
N00000507,"Greiner, Eric R",3,ME01,H8ME01104
N00001872,"Greyber, Howard David",R,MDS1,S6MD00256
N00013092,"Griesey, Darin",D,IN06,H0IN06084
N00003711,"Griffin, John W",D,OH08,H2OH08025
N00012830,"Griffin, Richard D",3,CA31,H0CA31103
N00012860,"Griffith, William D",R,CA48,H0CA48099
N00012894,"Griffiths, Bob",R,IN07,H0IN07082
N00013262,"Griggs, Joyce",D,GA01,H0GA01029
N00013094,"Grinestaff, Daniel Scott",D,IN07,H0IN07116
N00012944,"Grist, Joe T (Joey) Jr",D,MS01,H0MS01027
N00012915,"Grogan, George C",R,NES1,S0NE00031
N00012492,"Grooms, Larry",R,SC01,H0SC01105
N00012973,"Groshoff, David A",L,OH01,H0OH01057
N00013405,"Gross, David M",3,MD01,H0MD01141
N00012715,"Grossman, Joe ",D,CA17,H0CA17086
N00004845,"Groth, Karl",R,IL03,H8IL03045
N00012774,"Grucci, Felix J Jr",R,NY01,H0NY01095
N00012707,"Grundmann, Don",3,CA13,H0CA13051
N00013426,"Grus, Joel",L,WA07,H0WA07071
N00013289,"Grutzmacher, William J",3,NVS1,S0NV00088
N00012614,"Gruwell, Erin Jay",D,CA38,H0CA38082
N00013694,"Gualdoni, Francisco R",3,MI08,H0MI08075
N00013025,"Guillory, Gil",L,TX08,H0TX08053
N00013223,"Gulick, Matthew Scott",R,WI03,H0WI03050
N00013178,"Guliuzza, Frank",R,UTS1,S0UT00074
N00012649,"Gullick, Carl",R,SC05,H0SC05023
N00013492,"Gumz, Marc",R,WIS1,S0WI00148
N00009622,"Gunzburger, Suzanne N",D,FL20,H0FL20013
N00013238,"Gusciora, Reed",D,NJ04,H0NJ04060
N00012780,"Guthrie, Marc D",D,OH18,H0OH18044
N00004874,"Gutierrez, Luis V",D,IL04,H2IL08039
N00004527,"Gutknecht, Gil",R,MN01,H4MN01070
N00013157,"Guy, Gregory T",D,IA01,H0IA01075
N00012744,"Guy, John F ",R,IL10,H0IL10211
N00012548,"Gyure, Ronald A",D,IN02,H0IN02141
N00013232,"Haas, Bill",D,MO01,H0MO01082
N00004172,"Haas, Erwin",L,MI03,H6MI03123
N00012485,"Hagan, Bob",D,OH17,H0OH17061
N00004278,"Hagelin, John S",3,PRES,P20001681
N00008183,"Hager, Ken",L,AL07,H6AL07158
N00013728,"Hager, Paul",L,INS1,S0IN00087
N00013697,"Haines, Terry R",3,MI09,H0MI09099
N00013130,"Hale, Allen M",D,VA05,H0VA05012
N00013439,"Hall, James M",3,MOS2,S0MO00126
N00005645,"Hall, Ralph",D,TX04,H0TX04037
N00004246,"Hall, Tom",R,IA05,H4IA05086
N00003716,"Hall, Tony P",D,OH03,H8OH03015
N00013252,"Hambsch, Kevin Phillip",3,ID01,H0ID01220
N00006230,"Hamburg, Al",D,NES1,S0NE00056
N00000754,"Hamilton, Helen",3,NJ05,H4NJ05069
N00009650,"Hamilton, John Mark",D,IN08,H0IN08080
N00004054,"Hamze, Noha F",3,MI16,H4MI16088
N00013146,"Hamzik, Richard",R,NVS1,S0NV00070
N00006411,"Hancock, Ernest",L,AZ04,H8AZ04108
N00013597,"Handleman, Alen",L,KY04,H0KY04091
N00013668,"Hanks, Leslie J",3,CO04,H0CO04072
N00013005,"Hannah, Timothy",D,PA01,H0PA01267
N00013338,"Hansen, Christopher H",3,NV01,H0NV01094
N00006635,"Hansen, Dan",3,NV02,H2NV02171
N00006312,"Hansen, James V",R,UT01,H0UT01015
N00013643,"Hansen, Vance",3,AZS2,S0AZ00178
N00007890,"Hanson, Warren E",R,WAS1,S6WA00115
N00012629,"Harant, Joyce",D,IL18,H0IL18024
N00001985,"Harby, Colin Felix",R,MD03,H8MD03074
N00013034,"Hardin, Kenneth M",3,TX11,H0TX11107
N00013088,"Harding, Sean David",D,IN02,H0IN02166
N00009690,"Harenberg, Paul",D,NY02,H0NY02051
N00008803,"Harkey, Don",3,TX12,H0TX12170
N00005188,"Harman, James M",R,MO07,H4MO07081
N00006750,"Harman, Jane",D,CA36,H2CA27107
N00012484,"Harmon, Phillip L",I,OH12,H0OH12070
N00007055,"Harney, Tom",D,CA44,H8CA44075
N00009672,"Harpool, David",D,MO02,H0MO02098
N00012834,"Harpur, William",3,CA33,H0CA33075
N00013268,"Harrington, James C Jr",D,GA09,H0GA09014
N00009572,"Harris, Bruce C",D,AR04,H0AR04046
N00009927,"Harris, Ezell Jr",R,FLS1,S8FL00174
N00013149,"Harris, Kevin Bruce",D,AZ06,H0AZ06019
N00013557,"Harris, Michael P",L,LA07,H0LA07019
N00008541,"Harris, Sharalyn",3,MO07,H6MO07151
N00013444,"Harrison, Gary",I,FL13,H0FL13083
N00009733,"Harrison, Gary Lynn",D,TX05,H0TX05042
N00013389,"Harrison, Rubye",I,FL12,H0FL12093
N00009715,"Hart, Melissa",R,PA04,H0PA04154
N00009717,"Hart, Royal Dean",D,PA04,H0PA04170
N00012850,"Hartley, Gwyn",3,CA42,H0CA42159
N00007477,"Hartley, Scott R",3,CA17,H8CA17063
N00013231,"Hartnett, Cathie",D,MN04,H0MN04098
N00004781,"Hastert, Dennis",R,IL14,H6IL14095
N00002884,"Hastings, Alcee L",D,FL23,H2FL23021
N00009157,"Hastings, Doc",R,WA04,H2WA04041
N00009869,"Hatch, Orrin G",R,UTS1,S6UT00063
N00013202,"Hatton, Bob",D,TN07,H0TN07198
N00003783,"Hauptmann, Joseph Alfred",L,IN06,H8IN06061
N00009689,"Hawk, Gordon R",I,NV02,H0NV02050
N00013536,"Hawkins, Eve",3,NY28,H0NY28080
N00009956,"Hawkins, Gregory P",R,UTS1,S8UT00093
